매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,허위매물여부,매물_HC,매물_DBSCAN,월세+관리비,전용면적_가격_비율,지역_KMedoids,지역_HDBSCAN,계절,매물_등록_경과일
현장확인,1100.0,38.0,22.77,5.0,6.0,북향,2.0,1.0,불가능,4.0,17,1,6,0,55.0,0.0021958717610891525,6,4,겨울,457
현장확인,12100.0,71.0,17.5,6.0,9.0,북서향,1.0,1.0,불가능,5.0,16,1,2,2,87.0,0.00041086186540731997,3,6,봄,306
현장확인,10550.0,57.0,34.66,3.0,17.0,북서향,1.0,1.0,가능,16.0,1,0,1,2,58.0,0.00015861599341470152,3,10,가을,151
전화확인,37900.0,13.0,30.63,1.0,4.0,남향,1.0,1.0,불가능,45.0,10,0,1,2,23.0,1.9812607192665545e-05,5,10,겨울,458
서류확인,8700.0,47.0,22.99,7.0,17.0,남향,1.0,1.0,가능,22.0,5,0,3,2,52.0,0.00025998310109842865,0,5,겨울,92
현장확인,35200.0,57.0,30.3,4.0,5.0,북향,1.0,1.0,가능,1.0,0,0,1,2,57.0,5.344284428442844e-05,5,10,겨울,45
전화확인,14150.0,66.0,23.14,3.0,6.0,동향,1.0,1.0,불가능,17.0,10,0,3,2,76.0,0.00023210997126112067,1,5,가을,124
현장확인,33150.0,73.0,23.33,9.0,19.0,남동향,2.0,1.0,가능,26.0,0,0,6,0,73.0,9.43896962655945e-05,4,8,봄,307
현장확인,2950.0,58.0,17.5,6.0,17.0,남향,1.0,1.0,가능,99.0,0,0,2,2,58.0,0.0011234866828087166,8,6,여름,184
현장확인,11250.0,59.0,17.5,8.0,15.0,동향,1.0,1.0,가능,17.0,0,1,2,2,59.0,0.0002996825396825397,3,6,여름,215
현장확인,35100.0,61.0,49.59,2.0,4.0,남향,2.0,1.0,가능,1.0,0,0,5,0,61.0,3.504520544246295e-05,4,3,가을,141
현장확인,14800.0,38.0,31.91,15.0,16.0,동향,2.0,1.0,가능,49.0,3,0,6,0,41.0,8.681511345253118e-05,4,8,봄,324
전화확인,14300.0,74.0,32.07,2.0,2.0,동향,1.0,1.0,가능,38.0,9,0,1,2,83.0,0.00018098521372609305,3,10,여름,265
현장확인,10350.0,30.0,34.48,2.0,3.0,남동향,2.0,1.0,불가능,17.0,0,0,6,0,30.0,8.406469619018798e-05,4,8,가을,162
현장확인,12050.0,4.0,20.07,2.0,21.0,남향,1.0,1.0,불가능,35.0,7,0,2,2,11.0,4.548395966813249e-05,5,6,가을,545
서류확인,36100.0,21.0,24.01,4.0,10.0,남서향,2.0,1.0,가능,8.0,1,1,6,0,22.0,2.5381852667575028e-05,4,8,여름,246
현장확인,14750.0,35.0,44.33,6.0,10.0,남동향,2.0,2.0,가능,43.0,0,0,4,4,35.0,5.352766424390262e-05,2,0,가을,483
현장확인,34550.0,68.0,37.83,4.0,5.0,남향,2.0,1.0,가능,6.0,6,0,6,0,74.0,5.661706170456376e-05,4,8,가을,147
현장확인,14400.0,33.0,38.56,8.0,20.0,남향,1.0,1.0,불가능,6.0,0,0,1,2,33.0,5.943118948824343e-05,5,10,겨울,10
현장확인,7300.0,27.0,17.5,4.0,14.0,남향,1.0,1.0,가능,104.0,4,0,2,2,31.0,0.0002426614481409002,3,6,가을,165
현장확인,8600.0,13.0,19.43,3.0,6.0,북향,1.0,1.0,가능,4.0,9,0,2,2,22.0,0.00013165926582005768,5,6,겨울,51
현장확인,37050.0,21.0,41.23,8.0,17.0,동향,1.0,1.0,가능,18.0,10,0,1,2,31.0,2.029364910251337e-05,5,10,가을,122
현장확인,17300.0,72.0,23.1,2.0,4.0,남동향,1.0,1.0,불가능,17.0,0,0,3,2,72.0,0.00018016665415509342,1,5,여름,198
서류확인,2900.0,32.0,28.89,1.0,7.0,서향,1.0,1.0,가능,33.0,7,0,1,2,39.0,0.000465499337558635,3,10,봄,323
전화확인,15600.0,46.0,19.53,7.0,20.0,남동향,1.0,1.0,가능,47.0,8,0,2,2,54.0,0.0001772421127259837,5,6,겨울,430
현장확인,16800.0,50.0,17.53,9.0,11.0,북서향,1.0,1.0,불가능,11.0,8,0,2,2,58.0,0.00019694129791106402,5,6,가을,480
현장확인,1900.0,8.0,24.74,1.0,15.0,서향,1.0,1.0,가능,42.0,12,0,3,2,20.0,0.0004254775986044335,0,5,가을,165
현장확인,13600.0,42.0,19.75,3.0,6.0,남향,1.0,1.0,불가능,4.0,0,0,2,2,42.0,0.0001563663440059568,5,6,가을,122
현장확인,13800.0,47.0,21.19,11.0,14.0,남향,1.0,1.0,가능,46.0,17,0,3,2,64.0,0.00021886178194527087,1,5,봄,311
현장확인,18200.0,42.0,28.48,5.0,6.0,동향,2.0,1.0,가능,8.0,8,0,6,0,50.0,9.646252623780714e-05,4,8,여름,249
현장확인,9950.0,58.0,29.01,2.0,4.0,동향,1.0,1.0,가능,29.0,5,0,1,2,63.0,0.00021825778322844835,3,10,여름,229
현장확인,3300.0,44.0,30.21,2.0,9.0,남향,1.0,1.0,불가능,5.0,12,0,1,2,56.0,0.0005617244941971854,8,9,봄,353
현장확인,950.0,26.0,32.2,2.0,4.0,남향,2.0,1.0,불가능,17.0,0,0,6,0,26.0,0.0008499509643674403,6,4,가을,169
전화확인,15000.0,62.0,22.62,8.0,17.0,동향,1.0,1.0,불가능,8.0,13,0,3,2,75.0,0.00022104332449160034,1,5,여름,189
전화확인,9000.0,42.0,17.5,7.0,7.0,남서향,1.0,1.0,가능,6.0,10,0,2,2,52.0,0.00033015873015873013,3,6,가을,143
현장확인,16100.0,29.0,27.45,4.0,20.0,동향,1.0,1.0,불가능,33.0,0,0,3,2,29.0,6.561902499179762e-05,2,5,가을,150
현장확인,15750.0,27.0,17.5,4.0,6.0,북동향,1.0,1.0,불가능,17.0,8,0,2,2,35.0,0.00012698412698412698,5,6,여름,263
서류확인,800.0,59.0,38.42,1.0,3.0,남향,1.0,1.0,불가능,26.0,8,0,1,2,67.0,0.0021798542425819885,9,6,가을,137
현장확인,9900.0,31.0,24.68,3.0,7.0,남서향,1.0,1.0,가능,19.0,10,0,3,2,41.0,0.0001678044627801516,1,5,여름,214
현장확인,14700.0,25.0,19.27,8.0,10.0,서향,1.0,1.0,가능,32.0,7,0,2,2,32.0,0.00011296682658533055,5,6,가을,135
서류확인,2500.0,67.0,29.58,8.0,16.0,동향,1.0,1.0,가능,50.0,8,0,1,2,75.0,0.0010141987829614604,8,6,여름,232
현장확인,1500.0,35.0,39.6,2.0,3.0,남향,2.0,1.0,불가능,17.0,0,0,5,0,35.0,0.0005892255892255892,6,3,가을,142
현장확인,33450.0,56.0,21.77,10.0,21.0,남향,1.0,1.0,가능,33.0,0,0,3,2,56.0,7.690126358388726e-05,2,5,봄,290
현장확인,34550.0,25.0,29.98,4.0,7.0,남서향,2.0,1.0,가능,21.0,0,0,6,0,25.0,2.4135723864148698e-05,4,8,겨울,71
현장확인,37450.0,35.0,23.14,4.0,6.0,남향,1.0,1.0,가능,5.0,0,1,3,2,35.0,4.038804836872673e-05,10,5,여름,190
현장확인,1450.0,70.0,29.07,5.0,13.0,서향,2.0,2.0,불가능,36.0,12,0,4,1,82.0,0.001945363747434848,7,5,봄,366
서류확인,2750.0,56.0,33.63,17.0,20.0,남향,1.0,1.0,가능,42.0,20,0,1,2,76.0,0.0008217770929635336,8,9,여름,267
현장확인,18750.0,65.0,26.34,3.0,3.0,동향,1.0,1.0,가능,39.0,6,0,3,2,71.0,0.00014376107314603898,1,5,가을,478
현장확인,32650.0,62.0,17.5,4.0,14.0,동향,1.0,1.0,가능,104.0,4,0,2,2,66.0,0.00011551082914023189,5,6,겨울,76
현장확인,17800.0,14.0,31.68,5.0,5.0,동향,1.0,1.0,불가능,41.0,7,0,1,2,21.0,3.724038134150493e-05,5,10,가을,163
현장확인,3000.0,2.0,30.51,9.0,9.0,동향,1.0,1.0,불가능,28.0,0,0,1,2,2.0,2.1850759313886157e-05,5,10,가을,511
서류확인,12300.0,63.0,33.05,2.0,3.0,남동향,2.0,1.0,불가능,17.0,0,0,6,0,63.0,0.00015497583115014208,4,8,겨울,49
현장확인,13450.0,4.0,17.5,13.0,13.0,남향,1.0,1.0,가능,38.0,10,0,2,2,14.0,5.947955390334573e-05,5,6,여름,222
현장확인,19400.0,31.0,17.5,8.0,8.0,서향,1.0,1.0,가능,7.0,12,0,2,2,43.0,0.00012665684830633284,5,6,가을,112
현장확인,650.0,15.0,29.81,6.0,7.0,동향,2.0,1.0,가능,12.0,0,0,6,0,15.0,0.0007741336154620289,6,4,가을,149
현장확인,10900.0,13.0,38.43,4.0,5.0,서향,2.0,1.0,불가능,5.0,0,1,5,0,13.0,3.103462270254269e-05,4,3,가을,461
현장확인,9600.0,51.0,41.65,4.0,9.0,동향,2.0,1.0,가능,50.0,13,0,5,0,64.0,0.00016006402561024411,4,3,겨울,62
현장확인,11450.0,18.0,22.71,14.0,16.0,동향,1.0,1.0,가능,37.0,9,0,3,2,27.0,0.0001038343726384891,2,5,가을,484
서류확인,18750.0,41.0,17.5,4.0,4.0,동향,1.0,1.0,불가능,17.0,0,0,2,2,41.0,0.00012495238095238095,5,6,겨울,87
현장확인,11550.0,36.0,26.27,12.0,19.0,남서향,1.0,1.0,가능,19.0,10,0,3,2,46.0,0.0001516057854086023,1,5,겨울,82
현장확인,3300.0,23.0,21.88,4.0,6.0,북동향,1.0,1.0,가능,8.0,25,0,3,2,48.0,0.0006647831145088915,8,5,가을,133
현장확인,3300.0,58.0,26.44,2.0,3.0,남동향,2.0,1.0,불가능,17.0,3,0,6,0,61.0,0.0006991243753724843,6,7,겨울,74
현장확인,16650.0,14.0,26.02,2.0,5.0,동향,1.0,1.0,불가능,33.0,0,0,3,2,14.0,3.231517451348351e-05,10,5,봄,353
현장확인,2450.0,16.0,22.11,2.0,7.0,서향,1.0,1.0,가능,3.0,0,0,3,2,16.0,0.00029536916530519946,0,5,가을,521
서류확인,14100.0,17.0,19.35,2.0,6.0,서향,1.0,1.0,불가능,17.0,9,0,2,2,26.0,9.529569153517693e-05,5,6,가을,171
전화확인,37250.0,74.0,22.87,8.0,9.0,남향,2.0,1.0,가능,17.0,10,0,6,0,84.0,9.860225435273195e-05,4,8,가을,155
현장확인,7050.0,75.0,19.83,3.0,4.0,남향,1.0,1.0,불가능,17.0,2,0,2,2,77.0,0.0005507809286738699,3,6,가을,134
전화확인,17200.0,7.0,34.01,12.0,20.0,남동향,1.0,1.0,불가능,10.0,5,0,1,2,12.0,2.0513802370027968e-05,5,10,가을,93
전화확인,6600.0,25.0,17.5,17.0,21.0,남서향,1.0,1.0,가능,46.0,5,0,2,2,30.0,0.00025974025974025974,3,6,봄,279
전화확인,16400.0,25.0,27.22,3.0,7.0,서향,2.0,2.0,가능,10.0,3,0,4,3,28.0,6.272289027078367e-05,2,1,가을,169
현장확인,36250.0,51.0,33.66,13.0,14.0,북향,2.0,2.0,불가능,21.0,0,0,4,1,51.0,4.179728317659352e-05,10,2,봄,310
현장확인,1350.0,9.0,17.5,2.0,3.0,남향,1.0,1.0,불가능,17.0,0,0,2,2,9.0,0.00038095238095238096,3,6,가을,174
서류확인,10800.0,43.0,18.92,19.0,19.0,동향,1.0,1.0,불가능,26.0,2,0,2,2,45.0,0.00022022551092318532,3,6,가을,135
전화확인,600.0,67.0,20.09,17.0,20.0,남향,1.0,1.0,불가능,50.0,5,0,2,2,72.0,0.005973120955699353,9,6,여름,187
현장확인,2500.0,59.0,17.5,10.0,14.0,남향,1.0,1.0,가능,104.0,14,0,2,2,73.0,0.0016685714285714285,7,6,여름,210
현장확인,32150.0,66.0,17.5,5.0,11.0,남동향,1.0,1.0,가능,17.0,11,0,2,2,77.0,0.00013685847589424573,5,6,가을,146
현장확인,15850.0,34.0,33.06,2.0,6.0,동향,2.0,1.0,가능,17.0,1,0,6,0,35.0,6.679376566075254e-05,4,8,가을,181
전화확인,19350.0,66.0,23.67,2.0,16.0,북향,1.0,1.0,불가능,35.0,9,0,3,2,75.0,0.0001637502742817094,1,5,여름,260
전화확인,8850.0,32.0,30.98,6.0,6.0,동향,2.0,1.0,가능,1.0,7,0,6,0,39.0,0.00014224595419680275,4,8,가을,154
현장확인,16300.0,29.0,24.62,3.0,9.0,남서향,1.0,1.0,가능,10.0,0,0,3,2,29.0,7.226405785111611e-05,2,5,겨울,35
현장확인,2700.0,15.0,17.5,7.0,14.0,서향,1.0,1.0,불가능,44.0,3,0,2,2,18.0,0.00038095238095238096,3,6,여름,271
전화확인,33450.0,16.0,28.26,10.0,10.0,남동향,1.0,1.0,가능,36.0,11,0,3,2,27.0,2.8562451800862586e-05,10,5,가을,157
현장확인,17900.0,5.0,18.87,9.0,16.0,동향,1.0,1.0,가능,57.0,10,1,2,2,15.0,4.440852288371184e-05,5,6,봄,280
현장확인,10250.0,58.0,24.01,9.0,10.0,남서향,2.0,1.0,가능,8.0,29,0,6,0,87.0,0.0003535112402352678,4,8,겨울,80
현장확인,11050.0,40.0,26.25,3.0,7.0,남서향,1.0,1.0,가능,17.0,0,0,3,2,40.0,0.00013790131437190262,1,5,가을,98
현장확인,8700.0,25.0,25.43,6.0,6.0,서향,1.0,1.0,불가능,33.0,13,0,3,2,38.0,0.00017175839921171934,1,5,가을,114
현장확인,1950.0,48.0,33.05,3.0,3.0,남향,2.0,1.0,불가능,17.0,0,0,6,0,48.0,0.00074479227278017,6,4,가을,175
현장확인,39200.0,69.0,28.41,3.0,8.0,동향,1.0,1.0,불가능,41.0,1,0,3,2,70.0,6.285513149293508e-05,2,5,봄,294
전화확인,39700.0,1.0,21.2,2.0,4.0,동향,1.0,1.0,불가능,18.0,12,0,3,2,13.0,1.5446033933748397e-05,10,5,가을,136
현장확인,17750.0,27.0,26.93,16.0,16.0,남동향,1.0,1.0,불가능,19.0,8,0,3,2,35.0,7.322060846325632e-05,2,5,겨울,17
전화확인,6800.0,44.0,25.61,10.0,18.0,남서향,2.0,2.0,가능,42.0,8,0,4,3,52.0,0.00029859659599880563,0,1,가을,544
전화확인,18350.0,10.0,27.48,3.0,7.0,북서향,2.0,1.0,가능,10.0,3,0,6,0,13.0,2.5780453656659886e-05,4,8,겨울,58
현장확인,18900.0,49.0,33.82,2.0,5.0,서향,2.0,1.0,불가능,17.0,0,0,6,0,49.0,7.665856276146045e-05,4,8,가을,121
전화확인,3200.0,62.0,41.08,10.0,15.0,동향,1.0,1.0,가능,20.0,0,0,1,2,62.0,0.00047164070107108086,8,9,가을,489
현장확인,15550.0,54.0,21.23,4.0,8.0,동향,1.0,1.0,가능,17.0,0,0,3,2,54.0,0.000163573660399877,1,5,여름,198
전화확인,11100.0,34.0,17.7,3.0,6.0,북동향,1.0,1.0,가능,8.0,5,0,2,2,39.0,0.00019850358833409682,5,6,여름,224
현장확인,17650.0,69.0,25.77,5.0,8.0,동향,1.0,1.0,불가능,6.0,5,0,3,2,74.0,0.00016269439506816125,1,5,여름,205
현장확인,16400.0,21.0,17.5,4.0,4.0,서향,1.0,1.0,불가능,17.0,4,1,2,2,25.0,8.710801393728223e-05,5,6,겨울,453
현장확인,11450.0,75.0,18.63,7.0,11.0,남향,1.0,1.0,불가능,44.0,0,0,2,2,75.0,0.00035159518736507534,3,6,가을,183
현장확인,34100.0,6.0,17.5,2.0,3.0,동향,2.0,1.0,불가능,17.0,0,0,6,0,6.0,1.0054461667364892e-05,4,8,가을,147
현장확인,14500.0,39.0,35.4,3.0,5.0,북향,2.0,1.0,가능,17.0,0,0,6,0,39.0,7.597895967270603e-05,4,8,가을,107
현장확인,8350.0,22.0,29.98,7.0,8.0,남향,2.0,1.0,가능,17.0,19,0,6,0,41.0,0.0001637818425856759,4,8,가을,178
서류확인,36550.0,50.0,17.5,7.0,14.0,남향,1.0,1.0,가능,104.0,8,0,2,2,58.0,9.06781317178034e-05,5,6,가을,118
서류확인,40400.0,56.0,42.61,3.0,8.0,동향,2.0,1.0,가능,9.0,3,0,5,0,59.0,3.4273551739121345e-05,4,3,가을,181
현장확인,950.0,15.0,17.5,9.0,14.0,남향,1.0,1.0,가능,104.0,12,0,2,2,27.0,0.0016240601503759399,7,6,가을,176
현장확인,18900.0,25.0,17.5,11.0,11.0,서향,1.0,1.0,가능,21.0,2,0,2,2,27.0,8.163265306122449e-05,5,6,가을,166
서류확인,12050.0,16.0,35.57,12.0,12.0,서향,2.0,1.0,가능,13.0,7,0,6,0,23.0,5.3660772925107053e-05,4,8,가을,177
전화확인,33800.0,61.0,20.83,6.0,6.0,남서향,1.0,1.0,가능,34.0,2,0,3,2,63.0,8.948177270493458e-05,2,5,겨울,48
서류확인,14650.0,63.0,37.44,4.0,6.0,남향,2.0,1.0,불가능,17.0,5,0,6,0,68.0,0.0001239753799480762,4,8,여름,186
현장확인,17300.0,45.0,22.38,3.0,4.0,북향,1.0,1.0,가능,16.0,2,0,3,2,47.0,0.00012139244887311648,2,5,여름,233
전화확인,37950.0,69.0,29.89,4.0,6.0,남향,2.0,1.0,가능,8.0,16,0,6,0,85.0,7.493439934128255e-05,4,8,겨울,57
현장확인,14550.0,16.0,19.83,2.0,3.0,동향,1.0,1.0,불가능,17.0,9,1,2,2,25.0,8.66471537276472e-05,5,6,여름,261
전화확인,13900.0,12.0,25.66,5.0,7.0,동향,1.0,1.0,불가능,36.0,12,0,3,2,24.0,6.72883361276684e-05,2,5,겨울,440
현장확인,33850.0,25.0,27.5,5.0,8.0,동향,1.0,1.0,불가능,1.0,0,0,3,2,25.0,2.6856452262656106e-05,10,5,가을,112
현장확인,10750.0,38.0,22.44,3.0,5.0,동향,1.0,1.0,불가능,25.0,7,0,3,2,45.0,0.000186543962193757,1,5,봄,299
현장확인,11900.0,50.0,21.17,12.0,16.0,남향,1.0,1.0,불가능,41.0,0,0,3,2,50.0,0.00019847334304529558,1,5,겨울,71
현장확인,11000.0,25.0,23.14,2.0,4.0,동향,1.0,1.0,불가능,17.0,0,0,3,2,25.0,9.82163903512218e-05,2,5,겨울,68
서류확인,16000.0,18.0,25.58,7.0,7.0,남동향,2.0,1.0,가능,1.0,12,0,6,0,30.0,7.329945269741986e-05,4,8,가을,148
서류확인,3250.0,15.0,19.22,7.0,11.0,남향,1.0,1.0,가능,25.0,8,0,2,2,23.0,0.0003682061954694629,3,6,가을,147
전화확인,7500.0,1.0,24.92,7.0,7.0,동향,1.0,1.0,불가능,8.0,12,0,3,2,13.0,6.955591225254146e-05,2,5,여름,200
전화확인,1050.0,21.0,31.49,7.0,20.0,동향,1.0,1.0,불가능,37.0,10,0,1,2,31.0,0.0009375614329567967,8,6,여름,251
현장확인,15800.0,68.0,34.71,3.0,9.0,남향,1.0,1.0,가능,18.0,9,0,1,2,77.0,0.00014040385253583944,5,10,가을,159
현장확인,10950.0,55.0,26.3,4.0,5.0,남동향,2.0,2.0,가능,44.0,1,0,4,3,56.0,0.00019445457228675105,1,1,가을,492
현장확인,1300.0,48.0,25.58,7.0,7.0,동향,2.0,1.0,가능,4.0,17,0,6,0,65.0,0.0019546520719311965,6,4,가을,167
현장확인,37800.0,28.0,19.8,2.0,3.0,남향,1.0,1.0,불가능,17.0,0,0,2,2,28.0,3.741114852225963e-05,5,6,가을,167
현장확인,33400.0,2.0,25.08,20.0,21.0,동향,1.0,1.0,가능,44.0,0,0,3,2,2.0,2.3875693588898757e-06,10,5,가을,127
현장확인,19350.0,53.0,39.12,6.0,9.0,남향,2.0,1.0,가능,38.0,20,0,5,0,73.0,9.64368563170104e-05,4,3,가을,151
현장확인,2100.0,14.0,17.5,8.0,11.0,남향,1.0,1.0,가능,33.0,14,0,2,2,28.0,0.0007619047619047619,8,6,여름,204
현장확인,40750.0,42.0,35.1,2.0,6.0,서향,1.0,1.0,불가능,50.0,7,0,1,2,49.0,3.4257948368377814e-05,5,10,가을,470
서류확인,16600.0,24.0,26.44,5.0,10.0,동향,2.0,1.0,가능,30.0,12,0,6,0,36.0,8.202249239013543e-05,4,8,가을,145
서류확인,11100.0,38.0,23.39,3.0,3.0,서향,1.0,1.0,불가능,17.0,2,0,3,2,40.0,0.00015406599416860212,1,5,겨울,418
서류확인,8250.0,2.0,29.34,7.0,18.0,동향,1.0,1.0,불가능,38.0,5,0,1,2,7.0,2.89190473239553e-05,5,10,겨울,89
현장확인,12500.0,10.0,29.79,5.0,7.0,동향,2.0,1.0,가능,8.0,0,0,6,0,10.0,2.6854649211144683e-05,4,8,가을,179
현장확인,39500.0,55.0,29.89,4.0,6.0,남동향,2.0,1.0,가능,15.0,4,0,6,0,59.0,4.997226116011874e-05,4,8,여름,229
현장확인,40350.0,66.0,17.5,4.0,20.0,서향,1.0,1.0,가능,99.0,9,1,2,2,75.0,0.00010621348911311737,5,6,봄,356
서류확인,7450.0,67.0,17.5,16.0,16.0,남향,1.0,1.0,불가능,49.0,13,0,2,2,80.0,0.000613614573346117,3,6,가을,98
현장확인,12950.0,61.0,33.63,7.0,17.0,동향,1.0,1.0,가능,11.0,4,0,1,2,65.0,0.00014925081829631338,5,10,여름,197
현장확인,15550.0,33.0,17.5,4.0,11.0,북향,1.0,1.0,불가능,21.0,15,1,2,2,48.0,0.00017638952687184197,5,6,여름,551
서류확인,7400.0,40.0,32.84,2.0,2.0,남서향,1.0,1.0,불가능,32.0,8,0,1,2,48.0,0.00019751785890640943,3,10,봄,309
현장확인,36250.0,25.0,17.5,11.0,14.0,남향,1.0,1.0,가능,48.0,14,0,2,2,39.0,6.147783251231526e-05,5,6,겨울,63
현장확인,40000.0,28.0,22.99,4.0,21.0,동향,1.0,1.0,가능,166.0,7,0,3,2,35.0,3.806002609830361e-05,10,5,여름,243
현장확인,12250.0,15.0,46.35,4.0,6.0,서향,2.0,1.0,불가능,26.0,12,0,5,0,27.0,4.755300178323756e-05,4,3,봄,358
서류확인,1550.0,11.0,29.5,2.0,3.0,동향,2.0,1.0,가능,1.0,0,1,6,0,11.0,0.00024056861673045382,4,8,봄,352
현장확인,7200.0,54.0,30.98,6.0,6.0,동향,2.0,1.0,가능,1.0,9,0,6,0,63.0,0.00028244028405422856,4,8,가을,131
서류확인,2200.0,10.0,17.86,3.0,6.0,동향,1.0,1.0,가능,7.0,1,0,2,2,11.0,0.0002799552071668533,3,6,가을,149
서류확인,14450.0,56.0,27.0,1.0,17.0,서향,1.0,1.0,가능,24.0,2,0,3,2,58.0,0.00014866077149814174,1,5,가을,494
전화확인,9150.0,40.0,33.05,4.0,3.0,남동향,2.0,1.0,불가능,17.0,0,0,6,0,40.0,0.00013227185172325423,4,8,가을,150
현장확인,14400.0,67.0,32.0,15.0,19.0,동향,1.0,1.0,불가능,16.0,0,0,1,2,67.0,0.00014539930555555554,5,10,가을,509
현장확인,1250.0,75.0,36.02,12.0,18.0,동향,1.0,1.0,불가능,49.0,4,0,1,2,79.0,0.0017545807884508607,9,6,가을,543
현장확인,36650.0,8.0,25.38,14.0,21.0,남향,1.0,1.0,불가능,16.0,11,0,3,2,19.0,2.042621995598687e-05,10,5,여름,190
현장확인,600.0,29.0,18.88,2.0,2.0,남서향,2.0,2.0,가능,44.0,2,0,4,3,31.0,0.0027365819209039547,9,6,여름,234
서류확인,3100.0,50.0,20.92,4.0,11.0,동향,1.0,1.0,불가능,22.0,10,0,3,2,60.0,0.000925183494726454,8,5,가을,476
현장확인,1000.0,10.0,27.63,3.0,6.0,동향,2.0,1.0,가능,7.0,9,0,6,0,19.0,0.0006876583423814694,6,7,가을,150
현장확인,34550.0,34.0,26.25,3.0,7.0,동향,1.0,1.0,가능,6.0,7,0,3,2,41.0,4.520708428089036e-05,10,5,가을,166
현장확인,15250.0,43.0,33.05,2.0,3.0,동향,2.0,1.0,불가능,17.0,0,0,6,0,43.0,8.531534436149897e-05,4,8,가을,147
현장확인,850.0,31.0,26.44,5.0,6.0,남향,1.0,1.0,불가능,17.0,0,0,3,2,31.0,0.001379371718430186,7,5,가을,139
현장확인,13400.0,5.0,18.21,7.0,8.0,서향,1.0,1.0,불가능,16.0,10,0,2,2,15.0,6.14718827608252e-05,5,6,봄,277
현장확인,32750.0,62.0,20.82,3.0,5.0,남서향,1.0,1.0,불가능,31.0,12,0,3,2,74.0,0.00010852747284979944,2,5,가을,480
현장확인,8100.0,63.0,17.5,9.0,10.0,동향,1.0,1.0,가능,16.0,14,0,2,2,77.0,0.0005432098765432099,3,6,가을,521
서류확인,9000.0,45.0,19.83,2.0,6.0,서향,1.0,1.0,불가능,2.0,0,0,2,2,45.0,0.0002521432173474534,3,6,겨울,51
현장확인,8200.0,39.0,17.5,8.0,17.0,남서향,1.0,1.0,불가능,12.0,15,0,2,2,54.0,0.0003763066202090592,3,6,겨울,9
현장확인,11400.0,8.0,17.5,5.0,7.0,동향,1.0,1.0,불가능,5.0,0,0,2,2,8.0,4.0100250626566415e-05,5,6,가을,137
현장확인,32750.0,26.0,36.06,8.0,11.0,남향,1.0,1.0,가능,6.0,11,0,1,2,37.0,3.133031038176406e-05,5,10,겨울,382
현장확인,12250.0,36.0,38.56,2.0,2.0,동향,1.0,1.0,가능,33.0,0,0,1,2,36.0,7.621305783724278e-05,5,10,겨울,92
현장확인,34300.0,19.0,39.73,8.0,8.0,서향,2.0,1.0,가능,7.0,7,0,5,0,26.0,1.9079222066734716e-05,4,3,겨울,75
전화확인,34750.0,73.0,33.05,4.0,6.0,남동향,1.0,1.0,가능,1.0,5,1,1,2,78.0,6.791541048552989e-05,5,10,여름,200
현장확인,17650.0,59.0,25.56,7.0,10.0,남동향,2.0,1.0,가능,32.0,1,0,6,0,60.0,0.00013299817792496245,4,8,가을,147
서류확인,17150.0,49.0,29.98,7.0,8.0,남향,2.0,1.0,가능,17.0,12,0,6,0,61.0,0.00011864080426795706,4,8,겨울,55
전화확인,3250.0,71.0,24.01,9.0,10.0,남동향,2.0,1.0,가능,8.0,13,0,6,0,84.0,0.001076474545862301,6,4,겨울,55
전화확인,6600.0,53.0,25.68,5.0,7.0,남동향,2.0,1.0,가능,21.0,7,0,6,0,60.0,0.0003540073633531577,4,8,가을,161
현장확인,38200.0,13.0,24.5,3.0,5.0,남동향,2.0,1.0,가능,5.0,10,0,6,0,23.0,2.4575275136232503e-05,4,8,가을,141
현장확인,6950.0,65.0,27.58,2.0,5.0,동향,1.0,1.0,가능,16.0,8,0,3,2,73.0,0.0003808410849275619,0,5,여름,240
현장확인,14450.0,28.0,23.14,6.0,8.0,남향,1.0,1.0,가능,6.0,2,0,3,2,30.0,8.972016281218878e-05,2,5,가을,166
현장확인,16200.0,27.0,19.65,1.0,2.0,서향,1.0,1.0,가능,9.0,16,0,2,2,43.0,0.00013507994848113594,5,6,가을,500
현장확인,9500.0,24.0,17.5,6.0,8.0,동향,1.0,1.0,불가능,1.0,3,0,2,2,27.0,0.000162406015037594,5,6,봄,297
현장확인,9500.0,49.0,29.75,4.0,6.0,남향,2.0,1.0,가능,4.0,6,0,6,0,55.0,0.0001946041574524547,4,8,가을,136
전화확인,38450.0,72.0,20.21,2.0,11.0,동향,2.0,2.0,불가능,43.0,0,0,4,3,72.0,9.265520873481242e-05,2,1,가을,495
현장확인,10400.0,24.0,34.99,2.0,2.0,남향,1.0,1.0,가능,23.0,9,0,1,2,33.0,9.068525073097807e-05,5,10,여름,196
현장확인,1400.0,42.0,30.71,7.0,7.0,동향,2.0,1.0,가능,4.0,10,1,6,0,52.0,0.0012094710889891612,6,4,여름,259
현장확인,1150.0,46.0,29.92,4.0,7.0,동향,2.0,1.0,가능,1.0,0,1,6,0,46.0,0.001336898395721925,6,4,여름,231
현장확인,37950.0,55.0,17.5,1.0,6.0,북서향,2.0,2.0,가능,30.0,5,0,4,3,60.0,9.034443817052512e-05,2,1,가을,148
